PRIMARY_KEY,WORKING_HOURS,EMPLOYER_CATEGORY,WAGES,JOB_DESCRIPTION,JOB_CATEGORY,CONTRACT_TYPE,JOB_DEP,Job_condition,activity_sector,Employee_count
13313,1868,"ct_9",19532,"555a","O","CDI","18","C","JB","tr_6"
13314,1792,"ct_8",37383,"434b","O","CDI","18","C","KZ","tr_3"
13319,1541,"ct_9",36075,"373c","O","CDI","18","C","CH","tr_4"
13328,3000,"ct_7",23188,"563c","O","CDI","18","N","TZ","tr_1"
13330,1455,"ct_9",23949,"542a","O","CDI","36","C","CL","tr_6"
13342,1863,"ct_9",16734,"641a","O","CDI","18","C","HZ","tr_2"
13350,1825,"ct_9",20228,"634c","O","CDI","18","C","GZ","tr_3"
13355,1704,"ct_9",24382,"621e","O","CDI","18","C","FZ","tr_2"
13367,1723,"ct_9",19188,"653a","O","CDI","58","C","CH","tr_6"
13369,160,NA,2839,"563b","O","CDI","18","C","QB",NA
13376,3000,"ct_7",10129,"563a","O","CDI","18","N","QB","tr_1"
13378,1411,"ct_2",12339,"526c","O","CDD","18","C","OZ","tr_6"
13383,1906,"ct_9",68828,"383a","O","CDI","18","C","CL","tr_6"
13388,326,"ct_9",5281,"676a","O","CDD","18","C","CG","tr_1"
13390,1830,"ct_3",27722,"431f","O","AUT","18","C","QA","tr_6"
13400,1885,"ct_9",29335,"628c","O","CDI","18","C","CH","tr_3"
13403,2200,"ct_9",17853,"641a","O","CDI","18","C","HZ","tr_3"
13405,1895,"ct_9",18123,"652a","O","CDI","18","C","CA","tr_6"
13417,1432,"ct_9",13475,"684a","O","CDI","18","C","NZ","tr_5"
13420,640,"ct_9",8167,"542a","O","CDI","18","P","CM","tr_1"
13437,1653,"ct_9",19178,"543h","O","CDI","18","C","GZ","tr_3"
13442,1645,"ct_9",21507,"541b","O","CDI","18","C","LZ","tr_3"
13446,1643,"ct_9",22967,"621e","O","CDI","18","C","FZ","tr_5"
13447,1820,"ct_9",19420,"632a","O","CDI","18","C","FZ","tr_1"
13450,1337,"ct_9",21592,"462d","O","CDI","93","C","GZ","tr_4"
13453,932,"ct_9",16069,"373d","O","CDI","18","C","CH","tr_1"
13458,1895,"ct_9",18505,"652a","O","CDI","18","C","CA","tr_6"
13461,1499,"ct_8",18525,"526d","O","CDI","18","P","QB","tr_3"
13464,1832,"ct_9",30287,"477b","O","CDI","18","C","EZ","tr_3"
13469,1590,"ct_9",55085,"475b","O","CDI","18","C","CG","tr_6"
13470,1846,"ct_9",14791,"624c","O","CDI","36","C","CL","tr_6"
13474,182,"ct_5",1658,"543h","O","CDD","18","C","LZ","tr_5"
13478,1622,"ct_9",22943,"486d","O","CDI","18","C","GZ","tr_4"
13480,1866,"ct_3",45049,"431d","O","AUT","18","C","QA","tr_6"
13488,1052,"ct_9",8550,"551a","O","CDI","18","P","GZ","tr_4"
13493,1405,"ct_9",12907,"551a","O","CDI","18","P","GZ","tr_5"
13496,2188,"ct_9",48606,"477c","O","CDI","18","C","DZ","tr_6"
13502,1325,"ct_9",12355,"543h","O","CDI","18","C","CC","tr_3"
13521,1746,"ct_9",23168,"461f","O","CDI","18","C","FZ","tr_4"
13523,1810,"ct_8",23546,"526d","O","CDI","18","C","QB","tr_3"
13539,1631,"ct_9",20638,"632k","O","CDI","18","C","FZ","tr_1"
13543,970,"ct_9",8252,"643a","O","CDI","63","N","HZ","tr_6"
13548,1598,"ct_9",23091,"546b","O","CDI","58","C","HZ","tr_6"
13549,1541,"ct_9",37573,"373c","O","CDI","18","C","CH","tr_4"
13550,2130,"ct_8",24298,"545d","O","CDI","18","C","OZ","tr_6"
13554,1253,"ct_8",12990,"673b","O","TTP","18","N","NZ","tr_0"
13564,810,"ct_8",7159,"675a","O","CDD","18","P","QB","tr_4"
13568,1796,"ct_9",22434,"467a","O","CDI","18","C","KZ","tr_5"
13570,2039,"ct_9",20759,"526e","O","CDI","18","C","QA","tr_1"
13583,1903,"ct_9",25954,"622c","O","CDI","18","C","DZ","tr_4"
13586,717,"ct_8",6335,"673b","O","TTP","18","N","NZ","tr_0"
13590,1657,"ct_9",17386,"561e","O","CDI","18","C","IZ","tr_1"
13595,1820,"ct_2",26151,"533a","O","AUT","36","C","OZ","tr_5"
13597,1832,"ct_9",14052,"552a","O","CDI","18","P","GZ","tr_3"
13598,2039,"ct_9",20437,"526e","O","CDI","18","C","QA","tr_1"
13601,1815,"ct_6",16016,"551a","O","CDI","18","C","GZ","tr_1"
13614,448,"ct_8",7221,"434f","O","CDI","18","C","QB","tr_5"
13631,919,"ct_9",4632,"622c","A","APP","18","C","DZ","tr_4"
13632,1101,"ct_9",14379,"474c","O","CDI","36","C","CH","tr_3"
13634,780,"ct_9",10607,"554a","O","CDI","58","P","GZ","tr_1"
13637,188,NA,1031,"434f","O","CDI","18","C","QB",NA
13646,1820,"ct_8",18626,"526a","O","CDI","18","C","SZ","tr_4"
13647,1073,"ct_9",8397,"642a","O","CDI","18","C","HZ","tr_1"
13653,2166,"ct_2",38570,"354g","O","AUT","69","C","OZ","tr_5"
13657,1455,"ct_9",22313,"542a","O","CDI","36","C","CL","tr_6"
13658,1809,"ct_9",22833,"622c","O","CDI","18","C","CJ","tr_5"
13664,1349,"ct_9",14878,"636d","O","CDI","18","C","IZ","tr_1"
13665,910,"ct_8",12604,"421b","O","CDI","18","P","PZ","tr_3"
13670,1526,"ct_9",20070,"684a","O","CDI","56","C","NZ","tr_5"
13677,1820,"ct_9",39836,"467a","O","CDI","18","C","KZ","tr_6"
13678,1321,"ct_9",31102,"431f","O","CDI","18","P","DZ","tr_6"
13681,1614,"ct_2",17364,"563b","O","AUT","18","P","QB","tr_3"
13689,139,NA,1574,"651a","O","CDI","41","C","NZ","tr_5"
13692,132,NA,1212,"676a","O","CDI","18","C","GZ",NA
13694,1411,"ct_9",25884,"654b","O","CDI","18","C","HZ","tr_4"
13702,541,"ct_9",2355,"554d","A","APP","58","C","GZ","tr_3"
13703,1355,"ct_9",11014,"562b","O","CDI","18","C","SZ","tr_1"
13705,1868,"ct_9",25301,"674a","O","CDI","36","C","CM","tr_5"
13712,1709,"ct_8",15314,"684a","O","CDI","18","C","NZ","tr_1"
13720,1496,"ct_2",15231,"621f","O","AUT","19","C","OZ","tr_1"
13721,1613,"ct_9",37684,"462e","O","CDI","24","C","GZ","tr_3"
13724,3000,"ct_7",10571,"563a","O","CDI","19","N","QB","tr_1"
13725,1455,"ct_9",20451,"543b","O","CDI","19","P","HZ","tr_1"
13729,1517,"ct_8",15600,"525d","O","CDI","19","C","QA","tr_6"
13745,1820,"ct_9",18015,"634d","O","CDI","19","C","NZ","tr_1"
13747,1016,"ct_9",9334,"562a","O","CDI","19","P","SZ","tr_1"
13749,1800,"ct_8",25249,"526a","O","CDI","19","C","QB","tr_4"
13750,1820,"ct_9",37885,"545c","O","CDI","46","C","KZ","tr_1"
13751,1021,"ct_9",17511,"625d","O","CDI","19","C","CA","tr_3"
13752,1534,"ct_9",17711,"476a","O","CDI","19","C","CC","tr_2"
13754,1650,"ct_9",22680,"621c","O","TTP","19","C","NZ","tr_1"
13756,1611,"ct_8",21365,"431f","O","CDI","19","C","QB","tr_4"
13759,1016,"ct_9",9045,"562a","O","CDI","19","P","SZ","tr_1"
13764,1850,"ct_9",25474,"676c","O","CDI","19","C","CJ","tr_6"
13771,1819,"ct_3",19889,"525d","O","CDI","19","C","QA","tr_6"
13775,1503,"ct_9",17344,"676c","O","TTP","19","N","NZ","tr_1"
13783,1469,"ct_6",13250,"554h","O","CDI","19","P","GZ","tr_0"
13813,1841,"ct_9",25960,"628g","O","CDI","19","C","CI","tr_6"
13814,713,"ct_9",7550,"563b","O","CDI","19","C","QB","tr_3"
13821,1314,"ct_8",11592,"563b","O","CDD","87","P","QB","tr_3"
13830,1668,"ct_8",22742,"435b","O","CDI","19","C","SZ","tr_1"
13833,1496,"ct_9",18931,"624c","O","CDI","19","C","CL","tr_6"
13844,1021,"ct_9",17690,"625d","O","CDI","19","C","CA","tr_3"
13849,1462,"ct_7",4214,"563a","O","CDI","19","N","QB","tr_1"
13852,588,"ct_9",17900,"371a","O","CDI","19","C","HZ","tr_1"
13857,1288,"ct_9",15372,"684a","O","CDI","19","P","NZ","tr_6"
13864,1830,"ct_9",16596,"643a","O","CDI","19","C","HZ","tr_2"
13886,1016,"ct_9",9010,"562a","O","CDI","19","P","SZ","tr_1"
13889,1322,"ct_9",13884,"554g","O","CDI","19","P","GZ","tr_1"
13896,1904,"ct_9",30597,"622c","O","CDI","19","C","DZ","tr_1"
13903,1370,"ct_9",35219,"463e","O","CDI","19","C","LZ","tr_1"
13910,689,"ct_9",6575,"563b","O","CDI","19","P","NZ","tr_3"
13913,1991,"ct_9",29426,"431f","O","CDI","19","C","QA","tr_5"
13916,1861,"ct_9",60670,"386d","O","CDI","19","C","DZ","tr_3"
13917,1216,"ct_9",39539,"634a","O","CDI","19","C","GZ","tr_3"
13929,478,NA,4245,"563c","O","CDD","19","C","TZ",NA
13933,294,NA,3733,"563c","O","CDI","19","C","QB",NA
13941,170,NA,1576,"563c","O","CDI","19","N","TZ",NA
13964,2683,"ct_3",26289,"526a","O","AUT","19","C","QA","tr_6"
13971,136,NA,1443,"684a","O","CDI","86","C","NZ","tr_3"
13991,1287,"ct_9",22341,"461f","O","CDI","19","C","IZ","tr_1"
13994,1819,"ct_3",18451,"525d","O","CDI","19","C","QA","tr_6"
13998,1729,"ct_9",21083,"631a","O","CDI","19","C","NZ","tr_1"
13999,1488,"ct_9",12931,"675b","O","CDI","19","C","CC","tr_5"
14002,1860,"ct_8",25668,"526d","O","CDI","19","C","QB","tr_4"
14006,1013,"ct_9",19469,"475a","O","CDI","19","C","CH","tr_4"
14015,1542,"ct_9",22407,"463e","O","CDI","19","C","GZ","tr_4"
14016,1695,"ct_9",21832,"476b","O","CDI","19","C","CC","tr_3"
14018,1820,"ct_8",20342,"526d","O","CDI","87","C","QB","tr_4"
14023,1390,"ct_9",21868,"542a","O","CDI","19","C","GZ","tr_3"
14026,815,NA,9375,"563c","O","CDI","19","C","TZ",NA
14036,995,"ct_8",10986,"525d","O","CDI","19","P","QA","tr_2"
14038,1820,"ct_8",21324,"526d","O","CDI","87","C","QB","tr_4"
14044,1143,"ct_8",15139,"526a","O","CDI","19","P","QA","tr_2"
14050,1762,"ct_9",28168,"481a","O","CDI","19","C","FZ","tr_2"
14054,1820,"ct_9",25146,"433d","O","CDI","19","C","GZ","tr_1"
14061,865,"ct_9",9016,"636d","O","CDI","19","C","IZ","tr_1"
14069,995,"ct_8",10939,"525d","O","CDI","19","P","QA","tr_2"
14083,1494,"ct_9",18678,"685a","O","CDI","19","C","SZ","tr_1"
14087,1456,"ct_9",25807,"467a","O","CDI","24","P","KZ","tr_1"
14091,690,"ct_7",5922,"563b","O","CDI","19","N","QB","tr_1"
14092,1368,"ct_9",15123,"463b","O","CDI","24","C","GZ","tr_1"
14094,1793,"ct_9",21956,"543b","O","CDI","19","C","HZ","tr_1"
14099,1757,"ct_9",10337,"562a","O","CDI","46","C","GZ","tr_1"
14101,967,NA,10384,"563c","O","CDI","19","C","TZ",NA
14104,1469,"ct_6",13875,"554h","O","CDI","19","P","GZ","tr_0"
14125,1500,"ct_9",13710,"542a","O","CDI","21","C","MA","tr_0"
14128,1674,"ct_9",12993,"681a","A","APP","21","C","FZ","tr_3"
14131,1568,"ct_9",18036,"622e","O","CDI","21","C","CJ","tr_5"
14134,584,NA,5558,"563a","O","CDI","21","P","TZ",NA
14135,1775,"ct_9",26179,"674d","O","CDI","21","C","CH","tr_5"
14136,1459,"ct_6",14300,"526b","O","CDI","21","P","QA","tr_1"
14139,1626,"ct_9",18350,"632f","O","CDI","21","C","FZ","tr_2"
14140,1820,"ct_1",23127,"524b","O","CDD","21","C","PZ","tr_6"
14142,1858,"ct_9",39219,"641a","O","CDI","21","C","EZ","tr_3"
14143,2028,"ct_9",26456,"466c","O","CDI","21","C","HZ","tr_6"
14144,176,NA,681,"554a","A","APP","21","C","GZ",NA
14146,1298,"ct_7",5213,"563a","O","CDI","21","N","QB","tr_0"
14149,810,"ct_8",7227,"676a","O","TOA","21","P","SZ","tr_1"
14151,1887,"ct_8",20949,"545d","O","CDI","21","C","OZ","tr_6"
14154,1997,"ct_9",27857,"675b","O","CDI","21","C","CC","tr_2"
14156,945,"ct_9",8518,"561d","O","TOA","83","C","RZ","tr_1"
14159,1438,"ct_7",4533,"563a","O","CDI","21","N","QB","tr_0"
14164,1673,"ct_9",20937,"526e","O","CDI","21","C","QA","tr_3"
14167,1596,"ct_9",33356,"543e","O","CDI","21","C","NZ","tr_6"
14168,142,NA,1937,"681a","O","CDI","21","N","FZ",NA
14171,1820,"ct_9",26274,"481a","O","CDI","21","C","FZ","tr_5"
14173,1341,"ct_9",19944,"553b","O","CDI","21","P","GZ","tr_2"
14188,359,"ct_8",11104,"628g","O","CDI","21","P","CH","tr_5"
14189,1459,"ct_9",13779,"632j","O","CDD","21","C","FZ","tr_1"
14191,1733,"ct_9",17253,"543g","O","CDI","21","C","EZ","tr_2"
14195,1515,"ct_9",34838,"481b","O","CDI","21","C","FZ","tr_4"
14196,1306,"ct_9",10725,"636d","O","CDI","21","C","IZ","tr_1"
14200,1820,"ct_8",29496,"543e","O","CDI","21","C","KZ","tr_6"
14201,1461,"ct_1",19527,"543g","O","CDI","57","P","OZ","tr_3"
14204,1806,"ct_8",24020,"434d","O","CDI","21","C","QB","tr_4"
14206,1451,"ct_9",21570,"552a","O","CDI","21","P","GZ","tr_5"
14207,1446,"ct_8",24136,"431f","O","CDI","21","P","QA","tr_6"
14208,1554,"ct_9",11288,"684a","O","CDI","21","C","FZ","tr_1"
14214,882,"ct_9",30706,"554g","O","AUT","21","P","JB","tr_6"
14219,588,"ct_9",11687,"473a","O","CDI","69","P","FZ","tr_5"
14221,1747,"ct_9",24534,"486d","O","CDI","21","C","HZ","tr_5"
14223,1615,"ct_9",18043,"543f","O","CDI","21","P","CC","tr_4"
14232,1922,"ct_9",17973,"643a","O","CDI","21","C","HZ","tr_2"
14234,1613,"ct_9",65926,"385b","O","CDI","21","C","CE","tr_4"
14235,728,"ct_9",8784,"389a","O","CDI","21","C","QA","tr_5"
14251,1762,"ct_9",17985,"534a","O","CDI","21","C","NZ","tr_4"
14254,133,NA,1996,"524b","O","CDI","21","C","PZ",NA
14260,1228,"ct_9",13514,"652a","O","TTP","21","C","NZ","tr_4"
14262,1784,"ct_9",19323,"433d","O","CDI","21","C","GZ","tr_2"
14263,301,NA,2103,"524c","O","CDI","21","C","OZ",NA
14269,1785,"ct_8",20581,"525d","O","CDI","21","C","QB","tr_2"
14275,861,"ct_8",16671,"526a","O","CDI","21","C","QB","tr_4"
14278,1708,"ct_9",24190,"674a","O","CDI","21","C","CG","tr_4"
14285,480,"ct_9",2321,"561d","O","CDD","21","P","IZ","tr_1"
14290,2102,"ct_9",20992,"632a","O","CDI","21","C","FZ","tr_1"
14295,638,"ct_9",4423,"526a","O","CDI","21","C","QB","tr_4"
14299,795,"ct_2",6445,"434d","O","CDD","21","C","QB","tr_5"
14300,1560,"ct_9",14175,"551a","O","CDI","21","P","GZ","tr_2"
14309,1248,"ct_8",8766,"564b","X","AUT","21","P","PZ","tr_5"
14310,1771,"ct_9",22741,"543e","O","CDI","21","C","MA","tr_2"
14315,1647,"ct_8",21114,"435b","O","CDI","21","C","IZ","tr_5"
14316,1632,"ct_8",19895,"434d","O","CDI","71","C","QB","tr_2"
14319,189,NA,2526,"563c","O","CDI","21","C","TZ",NA
14323,1674,"ct_9",18442,"461b","O","CDI","21","C","CE","tr_4"
14325,1981,"ct_9",19749,"534a","O","CDI","21","C","NZ","tr_1"
14329,1778,"ct_8",21463,"542a","O","CDI","21","C","PZ","tr_3"
14350,1307,"ct_8",28791,"431b","O","CDI","21","P","QA","tr_5"
14354,810,"ct_8",6006,"424a","O","CDI","21","C","RZ","tr_1"
14358,857,"ct_9",8313,"643a","O","CDI","21","P","IZ","tr_3"
14360,1911,"ct_9",19040,"672a","O","CDI","21","C","CJ","tr_3"
14369,1820,"ct_8",25603,"542a","O","CDI","21","C","QA","tr_2"
14382,1884,"ct_9",26240,"431f","O","CDI","21","C","QA","tr_4"
14383,1810,"ct_8",26684,"373a","O","CDI","21","C","KZ","tr_4"
14384,1421,"ct_9",23371,"542a","O","CDI","21","C","GZ","tr_0"
14394,1799,"ct_9",18669,"628g","O","CDI","21","C","CH","tr_2"
14395,1819,"ct_3",27525,"526a","O","AUT","21","C","QB","tr_5"
14398,474,"ct_9",5396,"676e","O","CDD","21","C","SZ","tr_5"
14404,1527,"ct_9",22703,"672a","O","CDI","21","C","CJ","tr_6"
14408,209,"ct_9",1516,"561b","O","CDI","21","P","IZ","tr_1"
14411,1657,"ct_9",26318,"632c","O","CDI","21","C","FZ","tr_1"
14416,1820,"ct_9",19706,"676d","O","CDI","21","C","HZ","tr_5"
14418,1458,"ct_9",22897,"632j","O","CDI","21","C","FZ","tr_2"
14419,1544,"ct_9",21732,"641a","O","CDI","21","C","FZ","tr_2"
14424,1772,"ct_9",19070,"551a","O","CDI","21","C","GZ","tr_6"
14425,216,"ct_8",3956,"525d","O","CDI","21","C","QB","tr_4"
14427,304,"ct_9",9683,"467a","O","CDI","21","P","KZ","tr_5"
14429,2200,"ct_9",23786,"641a","O","CDI","21","C","HZ","tr_3"
14440,1647,"ct_8",20788,"435b","O","CDI","21","C","IZ","tr_5"
14441,1937,"ct_9",34671,"431a","O","CDI","21","C","QB","tr_4"
14453,1859,"ct_9",25696,"526a","O","CDI","21","C","QB","tr_4"
14460,1924,"ct_9",19938,"462b","O","CDI","21","C","GZ","tr_3"
14467,1331,"ct_9",30339,"431d","O","CDI","21","P","QA","tr_2"
14471,1762,"ct_9",25392,"643a","O","CDI","21","C","NZ","tr_3"
14480,1775,"ct_9",26832,"674d","O","CDI","21","C","CH","tr_5"
14482,1452,"ct_9",23385,"543g","O","CDI","21","P","FZ","tr_2"
14483,1820,"ct_8",24563,"434f","O","CDI","21","C","QB","tr_4"
14489,1766,"ct_9",26609,"623e","O","CDI","21","C","CK","tr_5"
14502,964,"ct_8",7876,"526d","O","CDI","21","C","QB","tr_5"
14514,1048,"ct_3",19735,"431f","O","CDI","21","P","QB","tr_3"
14523,1537,"ct_9",12360,"632g","O","CDI","21","C","FZ","tr_3"
14527,514,"ct_9",6879,"632a","O","CDI","21","C","FZ","tr_2"
14530,1820,"ct_8",32790,"376e","O","CDI","21","C","KZ","tr_6"
14532,1806,"ct_9",18039,"626b","O","CDI","21","C","CH","tr_3"
14538,1962,"ct_9",26457,"374d","O","CDI","21","C","GZ","tr_1"
14543,1820,"ct_9",20640,"478b","O","CDI","21","C","GZ","tr_1"
14548,1820,"ct_9",29944,"556a","O","CDI","21","C","GZ","tr_4"
14553,2210,"ct_9",32438,"641a","O","CDI","03","C","HZ","tr_4"
14571,1840,"ct_9",24167,"461d","O","CDI","21","C","MA","tr_1"
14577,1719,"ct_9",25432,"477c","O","CDI","78","C","GZ","tr_2"
14585,1274,"ct_8",20084,"431d","O","CDI","21","P","QB","tr_3"
14592,1620,"ct_9",15893,"675a","O","CDI","21","C","CB","tr_6"
14596,1736,"ct_9",27430,"477a","O","CDI","21","C","CH","tr_3"
14600,825,"ct_9",10087,"561d","O","CDD","21","C","IZ","tr_3"
14604,162,"ct_6",1051,"562a","A","APP","21","C","SZ","tr_0"
14606,1918,"ct_8",34537,"691d","O","CDI","21","C","NZ","tr_3"
14607,1820,"ct_8",34084,"421b","O","CDI","21","C","PZ","tr_4"
14609,1913,"ct_9",1374,"526a","O","CDI","21","C","QB","tr_4"
14612,1820,"ct_8",54660,"344b","O","CDI","21","C","QA","tr_4"
14633,163,NA,1503,"524c","O","CDD","21","C","OZ",NA
14640,1611,"ct_6",17945,"526b","O","CDI","21","C","QA","tr_1"
14646,1559,"ct_9",28601,"485a","O","CDI","93","C","DZ","tr_6"
14649,190,NA,2114,"433b","O","CDI","21","C","GZ",NA
14665,1844,"ct_9",24111,"388a","O","CDI","69","C","JC","tr_6"
14672,1508,"ct_9",19267,"462d","O","CDI","21","C","GZ","tr_1"
14679,1363,"ct_6",12065,"554a","O","CDI","21","C","CA","tr_1"
14685,1456,"ct_3",19711,"526a","O","AUT","21","P","QA","tr_6"
14686,1820,"ct_9",37741,"388a","O","CDI","21","C","JC","tr_5"
14691,585,"ct_9",5005,"554a","O","CDI","21","P","GZ","tr_1"
14695,732,"ct_9",17540,"377a","O","CDI","21","C","IZ","tr_1"
14722,1811,"ct_8",19609,"431f","O","CDI","21","C","QB","tr_4"
14726,1834,"ct_9",18996,"628g","O","CDI","21","C","NZ","tr_4"
14729,1040,"ct_6",10435,"562b","O","CDI","21","P","SZ","tr_1"
14741,1757,"ct_9",16284,"681a","O","CDI","21","C","FZ","tr_1"
14744,1863,"ct_9",22009,"526a","O","CDI","21","C","QA","tr_4"
14746,1894,"ct_9",10201,"554a","A","APP","21","C","GZ","tr_5"
14747,1568,"ct_9",32531,"545b","O","CDI","21","P","KZ","tr_1"
14752,NA,"ct_1",10634,"532c","O","AUT","36","N","OZ","tr_6"
14760,1706,"ct_9",16652,"451a","O","CDI","21","C","HZ","tr_6"
14763,1213,"ct_8",17844,"421b","O","CDI","21","C","PZ","tr_1"
14765,579,"ct_9",6600,"681b","O","CDD","21","C","FZ","tr_1"
14775,1604,"ct_9",23089,"643a","O","CDI","21","C","HZ","tr_3"
14778,1723,"ct_9",18199,"462a","O","CDI","21","C","IZ","tr_1"
14783,1946,"ct_9",44363,"374d","O","CDI","21","C","GZ","tr_2"
14784,1787,"ct_9",52396,"625b","O","CDI","39","C","CE","tr_6"
14786,1718,"ct_8",23761,"434e","O","CDI","21","C","QB","tr_3"
14789,1755,"ct_8",25588,"434d","O","CDI","21","P","QB","tr_2"
14794,1361,"ct_9",16234,"627f","O","CDI","21","C","CC","tr_2"
14799,2354,"ct_9",24137,"542a","O","CDI","21","C","NZ","tr_1"
14802,2080,"ct_5",39958,"342g","O","CDI","21","C","MB","tr_6"
14808,1727,"ct_9",33771,"373b","O","CDI","21","C","CH","tr_6"
14811,1820,"ct_9",32474,"467b","O","CDI","21","C","KZ","tr_6"
14813,2730,"ct_3",27706,"526a","O","AUT","21","C","QA","tr_6"
14818,1407,"ct_9",6763,"681a","A","APP","21","C","FZ","tr_2"
14819,270,NA,2617,"684a","O","TTP","21","C","NZ","tr_1"
14820,919,"ct_8",10386,"526a","O","CDI","21","C","QA","tr_2"
14826,714,"ct_9",7339,"674c","O","TTP","21","C","NZ","tr_2"
14832,1820,"ct_9",19117,"652a","O","CDI","21","C","HZ","tr_5"
14842,1033,"ct_9",9255,"684a","O","CDI","21","P","NZ","tr_4"
14846,3000,"ct_7",13356,"563a","O","CDI","21","N","QB","tr_1"
14849,281,NA,2060,"684a","O","CDI","21","C","NZ","tr_2"
14850,1720,"ct_9",15194,"551a","O","CDI","21","C","GZ","tr_2"
14854,1824,"ct_9",14142,"552a","O","CDI","21","C","GZ","tr_2"
14855,1748,"ct_9",26950,"633c","O","CDI","21","C","HZ","tr_6"
14862,882,"ct_8",11435,"471b","O","CDI","75","C","MA","tr_5"
14863,1813,"ct_9",44715,"474c","O","CDI","21","C","CK","tr_5"
14869,1823,"ct_9",21697,"525d","O","CDI","21","C","QB","tr_4"
14878,910,"ct_9",22463,"481a","O","CDI","21","P","HZ","tr_3"
14879,1778,"ct_8",21738,"542a","O","CDI","21","C","PZ","tr_3"
14880,1833,"ct_8",44159,"431a","O","CDI","21","C","QA","tr_6"
14885,1516,"ct_8",19347,"434e","O","CDI","21","C","QB","tr_4"
14890,1725,"ct_9",23830,"554j","O","CDI","21","C","GZ","tr_1"
14908,1479,"ct_9",16645,"628c","O","CDI","25","C","CH","tr_4"
14917,1950,"ct_9",31178,"543f","O","CDI","76","C","GZ","tr_6"
14919,490,"ct_1",5882,"422e","O","CDD","21","C","PZ","tr_4"
14923,1548,"ct_9",14147,"543g","O","CDI","71","C","MA","tr_5"
14926,1214,"ct_9",9781,"562b","O","CDI","21","C","SZ","tr_1"
14932,1791,"ct_4",19814,"524c","O","CDI","22","C","SZ","tr_5"
14933,1514,"ct_9",16413,"641a","O","CDD","35","C","HZ","tr_4"
14934,799,"ct_9",7371,"676b","O","CDD","22","P","HZ","tr_1"
14935,708,"ct_8",6774,"432d","O","CDI","22","P","QB","tr_4"
14936,3000,"ct_7",20855,"563a","O","CDI","22","N","QB","tr_1"
14941,1415,"ct_6",14115,"526b","O","CDI","22","C","QA","tr_1"
14944,1792,"ct_9",14145,"526e","O","CDI","35","C","QA","tr_2"
14945,1642,"ct_9",24562,"467b","O","CDI","22","P","KZ","tr_6"
14948,1455,"ct_2",17101,"523c","O","AUT","22","P","OZ","tr_4"
14949,1820,"ct_9",22434,"451a","O","CDI","22","C","HZ","tr_5"
14982,1313,"ct_9",23663,"462d","O","CDI","22","C","CA","tr_3"
14989,809,"ct_6",9336,"554g","O","CDI","22","P","GZ","tr_1"
14993,1825,"ct_9",21874,"632j","O","CDI","22","C","FZ","tr_1"
14996,1820,"ct_9",38553,"484a","O","CDI","22","C","CA","tr_6"
14997,1620,"ct_9",22022,"632c","O","CDI","22","C","CC","tr_2"
15003,1820,"ct_9",20685,"542a","O","CDI","22","C","MC","tr_2"
15018,1823,"ct_8",23431,"461e","O","CDI","22","C","MA","tr_6"
15020,1819,"ct_8",21467,"526a","O","CDI","22","C","QB","tr_3"
15039,1490,"ct_8",14391,"636d","O","CDI","35","C","PZ","tr_3"
15044,1366,"ct_9",46855,"389c","O","CDI","29","C","HZ","tr_6"
15047,2079,"ct_9",27394,"477c","O","CDI","22","C","GZ","tr_3"
15059,1260,"ct_7",4099,"563a","O","CDI","22","N","QB","tr_0"
15074,1645,"ct_9",18450,"671c","O","CDI","22","C","FZ","tr_4"
15088,1819,"ct_2",16902,"524c","O","AUT","22","C","OZ","tr_4"
15125,2026,"ct_6",21436,"636c","O","CDI","35","C","CA","tr_1"
15127,304,"ct_6",2902,"545c","O","CDI","22","C","KZ","tr_1"
15135,907,"ct_9",50351,"389c","O","CDI","13","C","HZ","tr_6"
15155,1442,"ct_8",15312,"467c","O","CDI","22","P","KZ","tr_6"
15158,1781,"ct_9",31772,"477c","O","CDI","22","C","DZ","tr_2"
15170,1820,"ct_8",40459,"341a","O","CDI","22","C","PZ","tr_5"
15183,327,"ct_9",3082,"632g","O","TTP","22","C","NZ","tr_1"
15189,1330,"ct_8",14508,"525d","O","CDI","22","P","QB","tr_4"
15190,653,"ct_8",5052,"563b","O","CDI","22","P","QB","tr_5"
15196,1700,"ct_9",14322,"634c","O","CDI","22","C","GZ","tr_1"
15198,2200,"ct_9",24615,"641a","O","CDI","22","C","HZ","tr_1"
15204,233,"ct_8",2313,"526a","O","CDI","22","P","QB","tr_3"
15208,1520,"ct_9",15502,"552a","O","CDI","22","P","GZ","tr_5"
15219,1594,"ct_9",24700,"462e","O","CDI","22","P","CC","tr_4"
15223,3000,"ct_7",21660,"563a","O","CDI","22","N","QB","tr_1"
15225,1071,"ct_9",10346,"543g","O","CDI","22","P","NZ","tr_3"
15229,1821,"ct_9",20046,"554a","O","CDI","22","C","GZ","tr_5"
15231,1843,"ct_9",37559,"478a","O","CDI","22","C","JC","tr_1"
15234,1471,"ct_9",20256,"477c","O","CDI","29","C","GZ","tr_0"
15237,2200,"ct_9",23509,"641a","O","CDI","22","C","HZ","tr_3"
15239,2181,"ct_2",29476,"563a","O","AUT","35","C","QB","tr_6"
15241,1134,"ct_9",13845,"463b","O","CDI","56","C","GZ","tr_1"
15245,1285,"ct_9",25107,"543b","O","CDI","22","P","MA","tr_2"
