PRIMARY_KEY,activity_sector,Former_dep,JOB_DEP,JOB_DESCRIPTION,CONTRACT_TYPE,JOB_CATEGORY,Job_condition,EMPLOYER_CATEGORY,WORKING_HOURS,Employee_count
21193,"NZ","31","31","631a","CDI","O","P","ct_9",1285,"tr_2"
21204,"GZ","38","38","676e","CDI","O","C","ct_9",1795,"tr_3"
21205,"QA","21","21","431f","CDI","O","C","ct_8",1757,"tr_1"
21215,"MA","50","50","462e","CDI","O","P","ct_9",1502,"tr_1"
21231,"PZ","59","59","525b","CDI","O","P","ct_8",1226,"tr_5"
21241,"GZ","22","22","542a","CDI","O","C","ct_9",1364,"tr_3"
21266,"QB","95","95","563b","AUT","O","C","ct_2",1820,"tr_5"
21267,"QA","74","74","526b","CDI","O","C","ct_9",1596,"tr_1"
21280,"QA","92","92","526b","CDI","O","C","ct_8",1820,"tr_6"
21281,"NZ","84","26","474a","TTP","O","C","ct_9",699,"tr_1"
21285,"NZ","59","59","684a","CDD","O","P","ct_9",434,"tr_6"
21310,"CM","69","69","526b","CDI","O","C","ct_9",1785,"tr_3"
21339,"NZ","71","71","563b","CDI","O","P","ct_9",955,"tr_4"
21340,"QB",NA,NA,"434g","AUT","X","P","ct_8",1300,"tr_1"
21344,"QB","29","29","563a","CDI","O","N","ct_7",3000,"tr_1"
21347,"OZ","91","91","524c","CDI","O","C",NA,266,NA
21356,"SZ","76","92","432d","CDI","O","P","ct_9",857,"tr_6"
21357,"GZ","29","53","462e","CDI","O","C","ct_9",1474,"tr_3"
21370,"OZ","27","75","333a","CDI","O","C","ct_1",1820,"tr_5"
21372,"HZ","31","31","451a","CDI","O","C","ct_9",1835,"tr_6"
21377,"IZ","06","73","468b","CDI","O","C","ct_9",1054,"tr_5"
21382,"QB","64","64","563a","CDI","O","N","ct_7",327,"tr_1"
21386,"LZ","17","17","463e","CDI","O","C","ct_9",1820,"tr_1"
21398,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
21401,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
21407,"GZ","79","79","462c","CDI","O","C","ct_9",1820,"tr_1"
21414,"QA",NA,NA,"433a","CDI","O","C","ct_9",1672,"tr_1"
21415,"SZ","76","76","542a","CDI","O","C","ct_8",686,"tr_0"
21426,"QB","33","33","524c","AUT","X","P","ct_2",1044,"tr_3"
21437,"PZ","45","45","422a","CDD","O","C","ct_1",1819,"tr_4"
21438,"QB","91","91","525d","CDI","O","C","ct_9",2409,"tr_3"
21446,"QA","95","93","451h","CDI","O","C","ct_3",1820,"tr_6"
21456,"FZ","33","33","463d","CDI","O","C","ct_9",1629,"tr_2"
21471,"KZ","59","59","684a","TOA","O","C",NA,799,NA
21473,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
21488,"HZ","37","37","676d","CDI","O","C","ct_9",1610,"tr_6"
21501,"NZ","69","69","684a","CDI","O","P","ct_9",627,"tr_6"
21502,"NZ","83","13","534a","CDI","O","C","ct_9",1074,"tr_5"
21506,"CG","62","62","475b","CDI","O","C","ct_9",822,"tr_6"
21517,"NZ","21","21","534a","CDI","O","C","ct_9",1904,"tr_6"
21523,"QB","77","77","344b","CDI","O","C","ct_8",1831,"tr_6"
21524,"MB","69","69","342f","AUT","O","C","ct_1",1820,"tr_6"
21530,"HZ","93","93","546e","CDI","O","C","ct_9",442,"tr_6"
21542,"CH","49","49","461c","CDI","O","C","ct_9",1901,"tr_2"
21546,"IZ","92","92","636d","CDI","O","C","ct_9",1135,"tr_4"
21564,"KZ","91","78","388a","CDI","O","C","ct_9",1820,"tr_6"
21581,"OZ","65","65","523c","CDI","O","C",NA,490,NA
21589,"FZ","58","58","481b","CDI","O","C","ct_9",992,"tr_2"
21591,"QB","44","44","525d","CDI","O","P","ct_8",1160,"tr_4"
21604,"QB","45","45","563b","CDD","O","P","ct_8",709,"tr_3"
21609,"OZ","94","94","351a","CDI","O","C","ct_1",1820,"tr_6"
21631,"GZ","75","75","551a","CDI","O","C","ct_9",1517,"tr_1"
21636,"GZ","01","74","463e","CDI","O","N","ct_9",1395,"tr_4"
21640,"HZ","76","76","461f","CDI","O","C","ct_9",1820,"tr_6"
21653,"NZ","21","54","684a","AUT","O","C",NA,283,"tr_1"
21667,"FZ","13","13","681a","CDI","O","C","ct_9",1307,"tr_5"
21668,"QB","80","80","563b","CDI","O","N","ct_7",926,"tr_1"
21675,"QB","43","43","543g","CDI","O","C","ct_8",1729,"tr_3"
21692,"GZ","62","62","641a","CDI","O","C","ct_9",1820,"tr_2"
21693,"NZ","85","44","684a","CDI","O","C","ct_9",1820,"tr_6"
21713,"GZ","14","14","554a","CDI","O","C","ct_9",1783,"tr_6"
21723,"GZ","31","31","463e","AUT","O","N","ct_9",247,"tr_5"
21725,"QB","31","31","526d","CDI","O","C","ct_8",1823,"tr_4"
21726,"GZ","02","02","461d","CDI","O","C","ct_9",1912,"tr_3"
21728,"NZ","26","26","472c","CDI","O","P","ct_8",1296,"tr_5"
21739,"TZ","92","92","563a","CDI","O","N","ct_7",936,"tr_1"
21741,"KZ","44","85","372c","CDI","O","C","ct_9",1820,"tr_1"
21744,"NZ","69","69","643a","TTP","O","C","ct_9",1756,"tr_1"
21751,"PZ","29","29","435b","CDI","O","P","ct_8",945,"tr_1"
21769,"QA","33","33","431a","CDI","O","P","ct_9",2844,"tr_6"
21770,"HZ","02","02","621e","CDI","O","C","ct_9",1880,"tr_3"
21772,"CL","41","41","474c","CDI","O","C","ct_9",1699,"tr_6"
21812,"HZ","84","54","525d","CDI","O","N","ct_9",147,"tr_5"
21822,"EZ","78","78","684b","CDI","O","C","ct_9",2240,"tr_3"
21850,"QB","60","60","563a","CDI","O","N","ct_7",216,"tr_0"
21858,"GZ","74","74","551a","TOA","O","C","ct_9",1071,"tr_1"
21872,"SZ","79","79","524c","CDI","O","C","ct_4",1819,"tr_4"
21886,"MA","59","59","467b","CDI","O","C","ct_9",1619,"tr_6"
21896,"OZ",NA,NA,"524b","CDI","O","C",NA,216,NA
21905,"FZ","79","79","632a","CDI","O","C","ct_9",1825,"tr_2"
21912,"QB","02","02","526d","CDI","O","C","ct_8",1773,"tr_2"
21924,"OZ","13","13","479b","AUT","O","C","ct_4",1820,"tr_3"
21933,"NZ","13","13","534a","CDI","O","C","ct_9",2160,"tr_4"
21939,"GZ","59","59","551a","CDI","O","C","ct_9",1824,"tr_6"
21942,"QA","22","22","526a","CDI","O","P","ct_8",1380,"tr_2"
21947,"QB","17","17","524c","CDI","O","C","ct_2",1820,"tr_5"
21950,"CL","33","33","673c","CDI","O","C","ct_9",1820,"tr_6"
21955,"QA","86","86","526b","CDI","O","C","ct_9",1589,"tr_1"
21970,"CL","18","18","383c","CDI","O","C","ct_9",1906,"tr_6"
21993,"OZ","01","01","422e","CDD","O","P","ct_1",1207,"tr_6"
22005,"TZ","13","13","563c","CDI","O","C",NA,201,NA
22009,"QB","87","87","526a","CDI","O","C","ct_8",720,"tr_4"
22017,"QB","04","04","525d","CDI","O","C","ct_8",1820,"tr_4"
22031,"QB","69","69","543g","AUT","X","P","ct_8",950,"tr_4"
22051,"CH","22","22","641a","CDI","O","C","ct_9",1917,"tr_4"
22053,"IZ","78","95","561c","CDI","O","P","ct_9",726,"tr_1"
22078,"NZ","75","92","684a","AUT","X","P","ct_9",1004,"tr_6"
22080,"CL","62","59","673c","CDI","O","C","ct_9",1954,"tr_5"
22082,"GZ","95","95","477c","CDI","O","C","ct_9",1935,"tr_3"
22086,"QA","33","33","525d","CDI","O","P","ct_8",770,"tr_6"
22097,"QA","60","60","525d","CDI","O","C","ct_3",1820,"tr_6"
22099,"TZ","63","63","563c","CDI","O","N","ct_7",1017,"tr_1"
22128,"QB","67","67","524a","CDI","O","C","ct_2",1822,"tr_6"
22146,"GZ","44","44","344d","CDI","O","C","ct_9",703,"tr_2"
22153,"NZ","46","46","424a","CDI","O","P","ct_8",1119,"tr_2"
22167,"MC","65","64","526b","CDI","O","C","ct_9",1820,"tr_1"
22168,"GZ","89","89","344d","CDI","O","C","ct_9",1841,"tr_1"
22176,"CA","63","63","486b","CDI","O","C","ct_9",1827,"tr_6"
22177,"HZ","83","83","451a","CDI","O","C","ct_9",1820,"tr_3"
22179,"QA","91","92","543h","CDI","O","C","ct_8",1962,"tr_6"
22189,"FZ","38","38","641a","CDI","O","C","ct_9",1820,"tr_5"
22192,"CA","42","42","554a","CDI","O","C","ct_9",1692,"tr_1"
22196,"IZ","06","73","468b","CDI","O","C","ct_9",1054,"tr_5"
22212,"KZ","37","37","462e","CDI","O","C","ct_9",1820,"tr_3"
22219,"IZ","92","92","561c","CDI","O","C","ct_9",1008,"tr_1"
22234,"TZ","30","34","563c","CDI","O","N",NA,192,NA
22246,"QB","59","59","434a","CDI","O","C","ct_8",1815,"tr_5"
22248,"QA","62","62","526a","CDI","O","P","ct_8",700,"tr_3"
22259,"QA","69","69","525d","CDI","O","P","ct_8",922,"tr_6"
22266,"GZ","86","86","433d","CDI","O","C","ct_9",1299,"tr_1"
22272,"QB","68","68","563a","CDI","O","N","ct_7",3000,"tr_1"
22282,"FZ","92","75","681a","CDI","O","C","ct_9",1820,"tr_1"
22299,"NZ","92","92","564a","CDI","O","P","ct_8",1820,"tr_1"
22300,"GZ","92","78","461c","CDI","O","C","ct_9",1383,"tr_6"
22307,"CM","87","87","433c","CDI","O","C","ct_9",1596,"tr_2"
22320,"HZ","75","92","374d","CDI","O","C","ct_9",1674,"tr_5"
22331,"LZ","75","75","564a","CDI","O","C","ct_5",1858,"tr_6"
22340,"QA","30","30","526a","CDI","O","C","ct_9",542,"tr_6"
22345,"PZ","56","56","525b","CDI","O","C","ct_8",1663,"tr_3"
22351,"QB","40","40","526d","CDI","O","C","ct_8",1829,"tr_4"
22371,"GZ","85","85","556a","CDI","O","C","ct_9",1641,"tr_3"
22372,"QB","50","50","563b","CDI","O","P","ct_9",1251,"tr_3"
22374,"QA","14","14","632k","AUT","O","C","ct_3",1734,"tr_6"
22378,"GZ","34","34","554c","CDI","O","C","ct_9",421,"tr_1"
22401,"LZ","75","75","463e","AUT","O","P","ct_9",377,"tr_1"
22421,"FZ","55","54","477c","CDI","O","C","ct_9",1991,"tr_4"
22430,"GZ","77","77","634a","CDI","O","C","ct_9",1126,"tr_1"
22436,"PZ",NA,NA,"423b","CDD","O","P","ct_8",378,"tr_2"
22447,"KZ",NA,NA,"461b","CDI","O","C","ct_9",1820,"tr_5"
22456,"CL","78","78","655a","CDI","O","C","ct_9",1846,"tr_6"
22463,"GZ",NA,NA,"553c","CDI","O","P","ct_6",1851,"tr_1"
22477,"PZ","56","56","525a","CDI","O","P","ct_8",1717,"tr_3"
22484,"FZ","14","14","632f","CDI","O","C","ct_9",838,"tr_0"
22501,"QB","80","80","543b","CDI","O","C","ct_8",1820,"tr_4"
22503,"HZ","42","42","641a","CDI","O","C","ct_9",1708,"tr_4"
22504,"QB","59","59","563b","CDI","O","P","ct_8",1128,"tr_5"
22507,"FZ","94","94","632a","CDI","O","C","ct_9",1518,"tr_3"
22516,"QA",NA,NA,"451h","CDI","O","C","ct_3",758,"tr_6"
22517,"QB","78","78","526a","CDI","O","C","ct_8",2890,"tr_3"
22526,"CL","57","54","653a","CDI","O","C","ct_9",1771,"tr_6"
22541,"RZ","78","75","435b","CDI","O","P","ct_8",720,"tr_5"
22547,"QA","91","91","526e","CDI","O","C","ct_9",1570,"tr_3"
22563,"OZ","40","40","525b","AUT","O","C",NA,788,NA
22581,"NZ","01","01","676c","TTP","O","P","ct_9",394,"tr_1"
22602,"SZ","75","93","627b","CDI","O","C","ct_9",1092,"tr_1"
22610,"HZ","59","59","643a","CDI","O","C","ct_9",1820,"tr_4"
22614,"QA","13","13","526b","CDI","O","P","ct_6",645,"tr_1"
22620,"MA","62","94","386b","CDI","O","C","ct_9",1517,"tr_5"
22622,"PZ","75","75","421b","CDI","O","P","ct_8",1248,"tr_3"
22623,"PZ","68","68","691e","AUT","X","P","ct_8",1820,"tr_3"
22627,"OZ","49","72","423b","CDI","O","P","ct_2",1168,"tr_6"
22630,"TZ","93","75","563c","CDI","O","N","ct_7",2638,"tr_1"
22631,"QA","73","73","526b","CDI","O","C","ct_6",503,"tr_1"
22633,"CM","30","30","462c","CDI","O","C","ct_9",1996,"tr_3"
22665,"MA","21","21","543b","CDI","O","P","ct_9",1128,"tr_1"
22697,"NZ","88","88","684a","CDI","O","P","ct_9",1571,"tr_3"
22700,"CL","78","92","387e","CDI","O","C","ct_9",1884,"tr_6"
22703,"QB","93","75","525d","CDI","O","C","ct_9",1764,"tr_4"
22704,"CH","42","43","623g","CDI","O","C","ct_9",1820,"tr_5"
22721,"GZ",NA,NA,"477c","CDI","O","C","ct_9",1788,"tr_1"
22733,"CL","31","31","474b","CDI","O","C","ct_9",795,"tr_6"
22748,"QB","63","63","525d","CDI","O","C","ct_8",2390,"tr_3"
22752,"QB","78","78","526a","CDI","O","C","ct_8",2890,"tr_3"
22763,"QA","76","76","526b","CDI","O","P","ct_6",889,"tr_1"
22765,"QA","78","92","526b","CDI","O","P","ct_8",1496,"tr_6"
22771,"CA","53","53","674b","CDI","O","C","ct_9",456,"tr_5"
22775,"PZ","92","75","422c","CDI","O","P","ct_8",1027,"tr_3"
22776,"TZ","59","59","563c","CDI","O","N","ct_7",1186,"tr_1"
22785,"GZ",NA,NA,"551a","CDI","O","C","ct_9",893,"tr_2"
22793,"NZ","93","75","684a","CDI","O","P","ct_9",1440,"tr_6"
22797,"NZ","13","13","534a","CDI","O","C","ct_9",1937,"tr_6"
22798,"SZ","54","54","543g","CDI","O","P","ct_8",876,"tr_1"
22802,"QB","33","33","526c","AUT","O","C","ct_2",1822,"tr_5"
22803,"OZ","75","75","524b","CDI","O","C","ct_1",1213,"tr_6"
22805,"NZ","31","31","684a","CDI","O","P","ct_9",1174,"tr_4"
22817,"TZ","14","14","563c","CDI","O","C",NA,188,NA
22818,"CA","74","74","484a","CDI","O","C","ct_9",1820,"tr_5"
22819,"QB","85","85","621f","CDI","O","P","ct_2",368,"tr_3"
22825,"QB","59","59","563a","CDI","O","N","ct_7",226,"tr_1"
22840,"CM","13","13","641a","CDI","O","C","ct_9",1792,"tr_5"
22849,"GZ","90","90","551a","CDI","O","C","ct_9",480,"tr_6"
22851,"QB","95","95","526a","CDI","O","C","ct_9",1822,"tr_3"
22865,"KZ","45","45","543g","CDI","O","C","ct_8",1679,"tr_3"
22876,"SZ","91","75","434b","CDI","O","C","ct_8",1441,"tr_3"
22911,"QB","31","31","523d","AUT","O","C","ct_3",1820,"tr_3"
22912,"KZ","55","55","526b","CDI","O","C","ct_9",1248,"tr_1"
22924,"QB","27","27","525d","CDD","O","P","ct_3",758,"tr_4"
22926,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
22939,"QB","67","67","525d","CDI","O","C","ct_8",1858,"tr_4"
22940,"GZ","69","69","543b","CDI","O","C","ct_9",1709,"tr_3"
22942,"HZ","12","12","526e","CDI","O","C","ct_9",1572,"tr_2"
22961,"HZ","83","13","628a","CDI","O","C","ct_9",1820,"tr_5"
22975,"NZ","06","06","684a","CDI","O","C","ct_9",1885,"tr_5"
22978,"CA","71","69","625d","CDI","O","C","ct_9",1442,"tr_5"
22988,"GZ","38","38","487b","CDI","O","C","ct_9",590,"tr_1"
22996,"GZ","14","14","684a","CDI","O","P","ct_9",1068,"tr_2"
23001,"NZ","17","17","684a","CDI","O","P","ct_9",1216,"tr_5"
23008,"HZ","77","77","652a","CDI","O","C","ct_9",1523,"tr_4"
23018,"KZ","29","29","372b","CDI","O","N","ct_9",1820,"tr_1"
23026,"MA","66","66","461d","CDI","O","P","ct_9",692,"tr_1"
23032,"SZ","94","75","562a","CDI","O","C","ct_9",844,"tr_1"
23044,"NZ","06","06","684a","CDI","O","C","ct_9",1758,"tr_4"
23049,"QB","43","43","431f","CDI","O","C","ct_8",1820,"tr_5"
23060,"QB","75","75","434c","CDI","O","C","ct_8",1727,"tr_4"
23066,"HZ","31","31","641b","CDI","O","C","ct_9",848,"tr_4"
23081,"GZ","74","74","462b","CDI","O","C","ct_9",1634,"tr_3"
23088,"PZ","94","94","421b","CDI","O","C","ct_8",2501,"tr_2"
23092,"MB","92","92","342g","CDI","O","C","ct_5",1835,"tr_5"
23105,"SZ","28","28","542a","CDI","O","C","ct_8",1655,"tr_1"
23119,"NZ","91","95","684a","CDI","O","C","ct_9",1492,"tr_2"
23121,"QB","59","59","563a","CDI","O","N","ct_7",1110,"tr_0"
23130,"QA","44","44","526b","CDI","O","P","ct_6",936,"tr_1"
23138,"CL","58","58","633c","CDI","O","C","ct_9",1890,"tr_3"
23151,"CG","72","72","628g","CDI","O","C","ct_9",1288,"tr_3"
23161,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
23162,"QB","25","25","526a","CDI","O","P","ct_8",664,"tr_4"
23174,"CI","13","13","373b","CDI","O","P","ct_9",1042,"tr_6"
23187,"QB","42","42","525d","CDI","O","C","ct_8",1840,"tr_3"
23195,"NZ","33","64","543f","CDI","O","C","ct_9",2082,"tr_4"
23201,"PZ","30","30","525a","CDI","O","P","ct_8",990,"tr_2"
23209,"FZ","73","73","671c","CDI","O","C","ct_9",1820,"tr_1"
23219,"QB","37","37","526a","AUT","O","C","ct_3",951,"tr_5"
23254,"GZ","85","85","554a","CDI","O","P","ct_9",193,"tr_1"
23260,"FZ","79","79","382d","CDI","O","C","ct_9",1736,"tr_3"
23282,"TZ","13","13","563c","CDI","O","C",NA,315,NA
23295,"SZ","61","75","461c","CDI","O","P","ct_8",1356,"tr_1"
23303,"NZ","92","92","488a","CDI","O","C",NA,212,"tr_0"
23325,"QB","37","37","563a","CDI","O","N","ct_7",3000,"tr_1"
23332,"SZ","06","06","526c","CDI","O","C","ct_8",1230,"tr_3"
23360,"FZ","23","23","543g","CDI","O","P","ct_6",790,"tr_1"
23380,"NZ","95","95","676a","CDI","O","C","ct_9",462,"tr_4"
23398,"OZ","76","76","621f","AUT","O","C","ct_2",1550,"tr_6"
23409,"FZ","06","06","632a","CDI","O","C","ct_9",672,"tr_1"
23413,"HZ","25","25","521a","AUT","O","C","ct_9",1820,"tr_6"
23415,"GZ","93","93","652a","CDI","O","C","ct_9",280,"tr_4"
23417,"GZ","06","06","461b","CDI","O","C","ct_9",1820,"tr_3"
23420,"QB","67","67","563b","AUT","O","C",NA,456,NA
23425,"PZ","78","78","525b","CDI","O","P","ct_8",802,"tr_5"
23461,"PZ","47","64","341a","CDI","O","P","ct_8",1780,"tr_3"
23469,"EZ","85","49","676c","CDI","O","P","ct_9",695,"tr_4"
23486,"QB","45","45","525d","CDI","O","C","ct_8",1820,"tr_3"
23507,"QB","56","56","431f","CDI","O","P","ct_8",1650,"tr_4"
23520,"NZ","75","94","534a","CDI","O","C","ct_9",1678,"tr_6"
23528,"NZ","95","92","543g","CDI","O","C","ct_9",1924,"tr_3"
23534,"MB","38","38","342g","CDI","O","C","ct_5",2084,"tr_6"
23537,"DZ","73","73","461f","CDI","O","C","ct_9",1793,"tr_5"
23553,"CL","12","12","673c","CDI","O","C","ct_9",657,"tr_4"
23563,"TZ","2B","2B","563c","CDD","O","C",NA,510,NA
23589,"KZ","34","34","461e","CDI","O","C","ct_9",1631,"tr_6"
23603,"FZ","71","71","462e","CDI","O","C","ct_9",1820,"tr_1"
23606,"CE","59","62","477b","CDI","O","C","ct_9",1834,"tr_5"
23619,"MA","77","77","478d","CDI","O","C","ct_9",184,"tr_1"
23650,"QA","29","29","526e","CDI","O","C","ct_9",1820,"tr_2"
23666,"CE","95","95","461e","CDI","O","C","ct_9",1837,"tr_6"
23685,"HZ","69","69","451a","CDI","O","P","ct_9",956,"tr_6"
23690,"QA","91","91","526a","CDI","O","C","ct_9",1345,"tr_6"
23705,"QA","02","02","431a","AUT","O","C","ct_3",1352,"tr_6"
23709,"PZ","14","14","423b","CDI","O","P","ct_1",909,"tr_5"
23714,"NZ","69","69","534a","CDI","O","C","ct_9",125,"tr_0"
23721,"FZ","03","03","621c","CDI","O","C","ct_9",1058,"tr_3"
23743,"FZ","16","16","543b","CDI","O","P","ct_9",1308,"tr_1"
23748,"GZ","69","69","463e","CDI","O","C",NA,152,NA
23776,"QB","41","41","563b","AUT","O","P",NA,298,NA
23777,"NZ","94","94","541b","CDD","O","P","ct_9",1165,"tr_5"
23781,"TZ","42","69","563c","CDI","O","N",NA,361,NA
23789,"JB","33","33","388e","AUT","O","C","ct_9",1774,"tr_6"
23794,"QB","72","72","564b","AUT","X","P","ct_8",268,"tr_4"
23799,"NZ","06","06","684a","CDI","O","P","ct_9",1978,"tr_1"
23802,"QA","94","92","525d","CDI","O","C","ct_8",1813,"tr_5"
23821,"QB","06","06","526d","CDI","O","C","ct_8",1713,"tr_5"
23830,"GZ","44","44","543f","CDI","O","C","ct_9",1535,"tr_1"
23832,"CA","49","49","484a","CDI","O","C","ct_9",1820,"tr_6"
23841,"CE","95","92","461f","CDI","O","C","ct_9",1827,"tr_6"
23846,"AZ","64","64","692a","CDI","O","C","ct_9",1793,"tr_2"
23847,"TZ","72","72","563c","CDI","O","N","ct_7",1521,"tr_1"
23861,"QB","57","57","563b","CDI","O","P","ct_8",1237,"tr_6"
23895,"CI","13","13","383a","CDI","O","C","ct_9",1820,"tr_6"
23896,"HZ","78","95","466b","CDI","O","C","ct_9",1952,"tr_6"
23906,"QA","21","21","542a","CDI","O","C","ct_9",1730,"tr_5"
23908,"SZ","92","75","461c","CDI","O","C","ct_8",1820,"tr_1"
23921,"CG","68","88","483a","CDI","O","C","ct_9",1537,"tr_5"
23955,"KZ","75","75","543h","CDI","O","P","ct_9",256,"tr_1"
23956,"QB","93","92","434a","CDI","O","C","ct_8",1821,"tr_3"
23976,"QB","78","75","526d","CDI","O","C","ct_8",1808,"tr_3"
23996,"GZ","34","34","344d","CDI","O","P","ct_9",1774,"tr_1"
24000,"QB","93","93","526a","CDI","O","C","ct_8",1639,"tr_4"
24014,"FZ","43","43","632a","CDI","O","C","ct_9",1281,"tr_3"
24028,"EZ","64","51","385b","CDI","O","C","ct_9",1306,"tr_2"
24030,"MA","63","63","479b","CDI","O","C","ct_9",846,"tr_4"
24035,"QB","54","88","526d","CDI","O","C","ct_8",1152,"tr_3"
24046,"GZ","16","16","634c","CDI","O","C","ct_9",1307,"tr_2"
24054,"QA","94","91","525d","CDI","O","C","ct_9",742,"tr_4"
24058,"GZ","16","16","641a","CDI","O","C","ct_9",1267,"tr_1"
24072,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
24097,"LZ","83","83","462e","CDI","O","C","ct_6",1728,"tr_1"
24099,"CG","35","35","628g","CDI","O","C","ct_9",1922,"tr_6"
24100,"CL","50","50","387d","CDI","O","C","ct_9",1807,"tr_6"
24102,"CE","62","62","461f","CDI","O","C","ct_9",1820,"tr_5"
24107,"PZ","49","49","435b","CDI","O","P","ct_8",1299,"tr_1"
24146,"OZ","35","35","621f","AUT","O","P","ct_2",1291,"tr_0"
24153,"NZ","93","91","681b","CDI","O","C","ct_9",1541,"tr_3"
24156,"GZ","13","83","543h","CDI","O","C",NA,391,NA
24159,"GZ","13","13","682a","CDI","O","P","ct_9",882,"tr_2"
24168,"SZ","24","24","486e","CDI","O","C","ct_9",1820,"tr_3"
24172,"GZ","52","52","462b","CDI","O","C","ct_9",1820,"tr_1"
24179,"OZ","69","69","451g","CDI","O","P","ct_2",612,"tr_6"
24185,"QB","60","60","563a","CDI","O","N","ct_7",3000,"tr_1"
24195,"QB","27","27","675c","AUT","X","C","ct_8",1775,"tr_5"
24203,"QB","75","75","434d","CDI","O","C","ct_8",1820,"tr_6"
24215,"CA","69","69","554a","CDI","O","C","ct_6",1832,"tr_1"
24216,"DZ","95","92","462e","CDI","O","C","ct_9",1477,"tr_4"
24221,"QA","19","19","526e","CDI","O","C","ct_9",1638,"tr_2"
24225,"IZ","05","05","561d","CDI","O","C","ct_9",1508,"tr_2"
24229,"QB","06","06","526a","CDI","O","C","ct_9",2990,"tr_3"
24230,"GZ","91","91","487a","CDI","O","C","ct_9",1338,"tr_2"
24258,"CG","63","63","477a","CDI","O","C","ct_9",1715,"tr_3"
24273,"QB","01","01","563b","CDI","O","N","ct_7",1133,"tr_1"
24286,"HZ","13","13","641a","CDI","O","C","ct_9",1958,"tr_1"
24295,"NZ","33","33","684a","CDI","O","C","ct_9",369,"tr_0"
24299,"LZ","64","64","542a","CDI","O","C","ct_9",1820,"tr_3"
24304,"SZ","95","95","435b","CDI","O","C",NA,131,NA
24312,"PZ","81","81","423b","CDI","O","C","ct_9",1342,"tr_1"
24322,"QA","24","24","344a","CDD","O","C","ct_3",1820,"tr_6"
24332,"FZ","77","91","461d","CDI","O","P","ct_9",829,"tr_1"
24333,"QA",NA,NA,"542a","CDI","O","C","ct_9",1050,"tr_4"
24341,"NZ","38","38","684a","CDI","O","C",NA,393,"tr_1"
24351,"KZ","92","75","376e","CDI","O","C","ct_9",3000,"tr_2"
24357,"FZ","39","39","632g","CDI","O","C","ct_9",1468,"tr_5"
24379,"QB","49","49","525d","CDI","O","P","ct_8",1584,"tr_4"
24383,"QB","31","31","431a","CDI","O","C","ct_8",1765,"tr_3"
24391,"KZ","77","92","467a","CDI","O","C","ct_9",1102,"tr_1"
24392,"PZ","46","31","422b","CDI","O","C","ct_8",1421,"tr_2"
24425,"QB","88","67","526a","CDI","O","C","ct_8",913,"tr_4"
24426,"QA",NA,NA,"525d","CDI","O","C","ct_9",2052,"tr_4"
24442,"QB","42","42","563b","CDI","O","P","ct_8",1646,"tr_3"
24450,"CH","94","94","626b","CDI","O","C","ct_9",1331,"tr_3"
24455,"PZ","85","85","422b","CDI","O","C","ct_8",1820,"tr_5"
24457,"GZ","62","62","554f","CDI","O","P","ct_9",154,"tr_1"
24462,"OZ","08","51","525b","AUT","O","C","ct_2",1819,"tr_6"
24466,"FZ","44","35","481b","CDI","O","C","ct_9",1820,"tr_4"
24467,"CA","24","24","554a","TOA","O","C","ct_9",964,"tr_1"
24482,"NZ","35","35","676e","TTP","O","C","ct_9",1876,"tr_1"
24503,"QB",NA,NA,"524c","CDI","O","P","ct_2",1615,"tr_6"
24508,"OZ","87","87","523c","CDI","O","C","ct_2",1820,"tr_6"
24514,"QA","64","64","525d","CDI","O","C","ct_9",1820,"tr_6"
24516,"KZ","94","94","545b","CDI","O","P","ct_9",1062,"tr_5"
24522,"RZ","88","88","634d","CDI","O","C","ct_9",1820,"tr_2"
24546,"CL","78","78","474b","CDI","O","C","ct_9",868,"tr_6"
24569,"QA","21","21","526a","CDI","O","C","ct_8",1094,"tr_5"
24574,"CI","13","13","672a","CDI","O","C","ct_9",1892,"tr_6"
24587,"HZ","54","57","423b","CDI","O","C","ct_9",1558,"tr_1"
24590,"CA","03","03","674b","CDI","O","P","ct_9",1777,"tr_6"
24593,"IZ","78","78","543c","CDI","O","P","ct_9",208,"tr_0"
24596,"KZ","75","75","376d","CDI","O","N","ct_9",1820,"tr_6"
24599,"MA","54","54","544a","CDI","O","C","ct_8",1820,"tr_5"
24605,"SZ","84","84","684a","CDD","O","P","ct_8",882,"tr_4"
24608,"OZ","13","13","333f","CDI","O","C","ct_2",1820,"tr_4"
24621,"QB","60","60","526a","CDI","O","P","ct_8",1317,"tr_4"
24627,"QB","47","47","563a","CDI","O","N","ct_7",3000,"tr_1"
24629,"CA","30","30","543b","CDI","O","C","ct_9",1120,"tr_2"
24640,"TZ","76","76","563c","CDI","O","C",NA,335,NA
24658,"MA","62","62","472b","CDI","O","C","ct_9",1635,"tr_1"
24674,"TZ",NA,NA,"563c","CDI","O","N","ct_7",675,"tr_1"
24677,"TZ",NA,NA,"563c","CDI","O","N","ct_7",754,"tr_0"
